,SourceFile,Page,PageUtterances,PageSpeakers,PageEmotions,PagePanels,PageBalloons,FileNr,Split,ComicBookTitle,image_path
232,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,40,"[""NOT THE PRETTIEST MOON I'VE SEEN. AT LEAST LOW GRAVITY WILL MAKE WORKING HERE EASIER."", ""AND WE WON'T HAVE TO SWEAT ALIENS. NOTHING COULD HAVE EVOLVED ON THIS GODFORSAKEN BALL OF--"", 'THE BANDERSNATCH LOOKS DEAD.', 'NO LIGHTS. NOTHING.', 'NO ONE. MARA--', 'SHE MIGHT STILL BE OKAY, DOC. STAY ALERT--', 'DAMN!', ""IT'S BEEN RIPPED APART."", 'THEY WERE ATTACKED.', 'BY A RIVAL COMPANY?', 'MAYBE SPACECO WAS NOSING AROUND AND--', 'THIS IS LIGHT YEARS OFF THEIR TERRITORY.', ""THERE'S SCORING. THERE WAS A BATTLE."", ""BUT THERE AREN'T ANY BODIES. SO WHERE IS EVERYONE?"", 'COULDA ESCAPED.', 'OR MAYBE THEY WERE CARRIED OFF BY-', ""THERE AREN'T ANY ALIENS! PEOPLE DID THIS.""]","['ID-12', 'Belle', 'Jodh', 'Jodh', 'Jodh', 'Chen', 'Chen', 'Chen', 'Belle', 'ID-12', 'Jodh', 'ID-12', 'ID-13', 'AN0-DI0-FE0-SA1-SU1-JO0', 'Belle', 'Belle', 'ID-13']","[""['Anger', 'Sadness']"", ""['Anger']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Surprise']"", ""['Anger']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness', 'Surprise']"", ""['Fear']"", ""['Fear']"", ""['Anger']""]","[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5]","[1, 2, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 1, 2, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00040.jpg
233,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,41,"[""THE BANDERSNATCH CREW ARE CHIPPED. IF THEY'RE NEARBY, DOC, YOUR SCANNER SHOULD PICK THEM UP."", ""FOUND SOMETHIN', SIR. REGULATION BOOT PRINTS."", ""AN' SOMETHIN' LOOKS LIKE MAYBE… DRAG MARKS?"", ""THEY HEADED OFF THAT WAY, TRACKS'RE CLEAR."", 'THEY WERE ALIVE!', 'WERE. THIS COULD HAVE HAPPENED WEEKS BACK.', 'HQ WILL WANT US TO ABANDON THE MOON, AT LEAST FOR NOW. LET THEM SEND IN BIG GUNS TO SCOUR THE PLACE.', 'AND LOSE OUR BONUSES, SIR?', ""WE'RE NOT GOING ANYWHERE TILL WE FIND THE CREW. JODH?"", 'MOST LIKELY THEY WENT IN THERE.', 'CREEPY PLACE. EVEN FOR AN ICE CAVE.', 'CLOSER WE GET TO THE CORE, THE WARMER IT WILL BE.', ""MAYBE EVEN HAVE RUNNING WATER. CREW COULD'VE TAKEN REFUGE THERE.""]","['ID-13', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-13', 'ID-13', 'Jodh', 'ID-12', 'ID-12', 'Belle', 'ID-12', 'ID-12']","[""['Anger']"", ""['Surprise']"", ""['Surprise']"", ""['Anger']"", ""['Anger', 'Sadness']"", ""['Sadness']"", ""['Anger', 'Sadness']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger', 'Fear']"", ""['Joy']"", ""['Joy']""]","[1, 2, 2, 2, 3, 4, 4, 5, 5, 6, 7, 7, 7]","[1, 1, 2, 3, 1, 1, 2, 1, 2, 1, 1, 2, 3]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00041.jpg
234,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,42,"['WELL… AT LEAST WE KNOW THEY CAME IN HERE.', 'OR SOMETHING DID.', 'WHOSE HELMET IS IT?', 'HOSKINS.', 'DOC, YOU GETTING ANY PINGS?', 'NOPE.', 'WAIT. YEAH. FROM DOWN BELOW.', ""CAN'T TELL WHO YET, BUT THEY'RE MOVING. THEY'RE ALIVE!"", 'WAIT. THE WHOLE CREW. FIVE CHIPS.', ""INCLUDING MARA'S!"", 'INCLUDING… HOSKINS?', ""THAT'S IMPOSSIBLE. HIS SUIT'S COMPROMISED.""]","['Belle', 'Chen', 'Jodh', 'Belle', 'ID-13', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-13', 'Belle']","[""['Sadness']"", ""['Sadness']"", ""['Fear', 'Surprise']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']"", ""['Surprise']"", ""['Surprise', 'Joy']"", ""['Surprise', 'Joy']"", ""['Joy']"", ""['Surprise']"", ""['Anger']""]","[1, 2, 2, 2, 3, 3, 3, 4, 5, 5, 5, 5]","[1, 1, 2, 3, 1, 2, 5, 1, 1, 2, 3, 4]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00042.jpg
235,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,43,"[""THERE'S NO ATMOSPHERE. HE CAN'T BE ALIVE."", ""AND YET HE'S MOVING."", 'TRY AND RAISE THEM.', ""NOTHING. I DON'T LIKE THIS."", 'COMMUNICATORS MUST BE DAMAGED. OR--', 'MARA AND HOSKINS-- COMING TOWARD US. MOVING FAST.', 'IMPOSSIBLY FAST--!', 'CRAP IN A HAT!', 'HIT IT!']","['ID-12', 'ID-12', 'ID-13', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'Jodh', 'Chen']","[""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger', 'Surprise']"", ""['Anger', 'Fear', 'Surprise']"", ""['Anger', 'Fear']"", ""['Anger']""]","[1, 2, 3, 3, 3, 4, 4, 5, 5]","[1, 1, 1, 2, 3, 1, 2, 1, 2]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00043.jpg
236,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,44,"['SHIT-- ', '#AAK!', 'ALIENS-', '… REAL… UNF!']","['Jodh', 'Jodh', 'Chen', 'Belle']","[""['Anger']"", ""['Fear']"", ""['Anger']"", ""['Anger']""]","[2, 2, 2, 2]","[8, 9, 10, 12]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00044.jpg
237,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,45,"['BELLE. CHEN.JODH. RIPPED TO PIECES IN THREE SECONDS FLAT.', 'WHAT IS THAT THING?', ""I.. DON'T KNOW BUT--"", 'IT MUST HAVE EATEN HOSKINS…', '… AND MARA.', 'SORRY, DOC.', ""WHERE THERE'S ONE OF THESE MONSTERS, THERE MAY BE--"", 'RUN!']","['ID-12', 'ID-12', 'ID-13', 'ID-13', 'ID-13', 'ID-12', 'ID-12', 'ID-13']","[""['Anger', 'Sadness']"", ""['Anger', 'Sadness', 'Surprise']"", ""['Anger', 'Sadness']"", ""['Sadness']"", ""['Fear', 'Sadness', 'Surprise']"", ""['Sadness']"", ""['Sadness']"", ""['Anger']""]","[1, 1, 2, 2, 3, 4, 5, 6]","[1, 2, 1, 4, 1, 1, 1, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00045.jpg
238,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,46,"['TO THE SHIP!', 'GET THE RAMP DOWN, DOC!', 'GET INSIDE!', ""I'M RIGHT BEHIND-AARRRK!""]","['ID-13', 'ID-13', 'ID-13', 'ID-13']","[""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger', 'Fear', 'Surprise']""]","[1, 2, 3, 4]","[1, 2, 2, 2]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00046.jpg
239,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,47,"['CAP!', 'SHIT! SHIT! SHIT!', 'CLOSE, DAMN YOU!']","['ID-13', 'ID-12', 'ID-12']","[""['Fear', 'Sadness']"", ""['Anger', 'Fear']"", ""['Anger']""]","[1, 1, 2]","[1, 2, 2]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00047.jpg
240,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,48,"['Log of Exterra Evaluation ship Octagenti. Earth Date April 17, 2415. This is Doctor MacNamara DeSoto, abandoning Site XT-50e.', 'WE HAVE MADE ALIEN CONTACT TO DIRE EFFECT. THE BANDERSNATCH CREW IS DEAD, AS IS THE CREW OF THE OCTAGENTI. ALL… EXCEPT FOR ME.', 'I HAVE TISSUE SAMPLES OF ONE OF THE ALIENS-THE ONE THAT DEVOURED HOSKINS AND HAVE BEGUN MICROANALYSIS OF ITS CELL STRUCTURE.', ""Log of Exterra Evaluation ship Octagenti. Earth Date April 19, 2415. The monster's cells are alien-but appear to be interwoven with human DNA."", 'DOES CONSUMING THE FLESH OF OTHER SPECIES COMPROMISE THEIR BODIES?', 'DOES OUR DNA ACT LIKE HOSTILE BACTERIA, INFECTING AND ALTERING THEIR CELL STRUCTURE?', ""I'M FORWARDING PRELIMINARY DATA. IN 48 HOURS I SHOULD HAVE A MORE THOROUGH ANALYSIS."", 'NOT… FEELING WELL. DELAYED SHOCK, PROBABLY.', 'OVER…', '… AND OUT…']","['Doctor MacNamara DeSoto', 'ID-12', 'ID-12', 'Doctor MacNamara DeSoto', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12']","['[Neutral]', ""['Sadness']"", ""['Sadness']"", '[Neutral]', ""['Sadness', 'Surprise']"", ""['Sadness', 'Surprise']"", ""['Anger', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']""]","[1, 1, 1, 1, 1, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5, 6, 1, 1, 1, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00048.jpg
241,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,49,"['@EVAL SHIP OCTAGENTI, THIS IS EXTERRA HEADQUARTERS SATELLITE ZEUS. COME IN, OCTOGENTI.', '@WE RECEIVED YOUR PRIOR TRANSMISSION AND ARE SORRY FOR YOUR LOSS.', '@AUTOMATED LANDING COORDINATES HAVE BEEN TRANSMITTED TO YOUR SHIP.', '@SINCE WE HAVE BEEN UNABLE TO RAISE YOU, MEDICAL CREW WILL BE WAITING FOR YOUR ARRIVAL IN BAY 4.', '#Groan#…', 'MMM… HRRR.', ""CMMM NNN. S'WROONG ME… CCNT TWK…"", '#AAKKKK!', 'MMNNSTERRRRR!', ""CAN'T BE."", 'NO! SSSS… ME!']","['ID-14', 'ID-14', 'ID-14', 'ID-14', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12']","['[Neutral]', '[Neutral]', '[Neutral]', '[Neutral]', ""['Anger', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Anger']"", ""['Fear']"", ""['Fear']"", ""['Sadness']"", ""['Anger', 'Sadness']""]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00049.jpg
242,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,50,"['ME. CHANGING... AS I WATCH.', ""HUMAN FLESH… DIDN'T ALTER… ALIEN BODIES."", '#ACHKK#', 'ALIEN DNA… INFECTS… TRANSFORMS… HUMANS…', '… TRANSFORMING… ME…', ""CAN'T TALK… HARDLY THINK."", 'FIGHT IT!', 'GOT TO OPEN LINK… TELL… THEM…', '@HQ: LANDING SEQUENCE INITIATED.', '@WELCOME BACK, DR. DESOTO.', '… WARN THEM…', 'BBUGGGG!  ']","['ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-12', 'ID-14', 'ID-14', 'ID-12', 'ID-12']","[""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", ""['Anger', 'Fear', 'Sadness']"", '[Neutral]', '[Neutral]', ""['Anger', 'Fear', 'Sadness']"", ""['Anger']""]","[1, 1, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4]","[1, 2, 1, 2, 1, 2, 3, 4, 5, 1, 2, 3]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00050.jpg
243,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,51,"[""OKAY, NOT TAKIN' ANY CHANCES!"", ""I'M JUS' KIDDIN'! AIN'T NO BUG ALIVE CAN GET THE BEST OF ME."", ""REAL FUNNY. SHOO FLY, DON'T BOTHER ME."", ""OUR NEXT TALE IS BOTH TIMELY AND TIMELESS. PARENTS NEVER REALLY LIKE THE BOYS THAT WANNA DATE THEIR DAUGHTERS, YA' KNOW."", 'A FACT, GENERALLY, THAT TENDS TO DRIVE YOUNG LOVE EVEN CLOSER TOGETHER.', 'SO IT ONLY STANDS TO REASON THAT THIS ONE SHOULD BE CALLED- "" INDIVISIBLE. ""']","['ID-1', 'ID-1', 'ID-1', 'ID-1', 'ID-1', 'ID-1']","[""['Anger', 'Disgust']"", ""['Joy']"", ""['Anger', 'Disgust']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']""]","[1, 2, 3, 4, 5, 6]","[1, 1, 1, 1, 1, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00051.jpg
244,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,52,"['HM?', 'ALISON? CAN YOU GET THE PHONE BEFORE--', 'NEVER MIND, OKAY.', 'HELLO?']","['Dolores', 'Dolores', 'Dolores', 'Dolores']","[""['Surprise']"", ""['Anger']"", ""['Anger']"", ""['Surprise']""]","[2, 3, 4, 4]","[3, 1, 1, 2]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00052.jpg
245,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,53,"[""OH, I'M NOT SURE SHE'S STILL HERE…"", 'JUST HANG UP THE PHONE, DOLORES!', 'HANG UP THE PHONE, I THOUGHT I SAID THIS LAST TIME!', '@--CROWDS HAD BEEN EXPECTED TO DWARF PREVIOUS DEMONSTRATIONS, BUT NEW SECURITY PROTOCOLS BEING DISCUSSED--', ""I'M SORRY, BUT I'M AFRAID SHE'S ALREADY LEFT FOR WORK."", ""NOW, PLEASE… I'VE ASKED YOU NOT TO CALL THIS HOUSE DURING FAMILY TIME."", 'WHO IS IT?', 'WHO WAS ON THE PHONE, MOM?', 'JENNIFER, YOUR FATHER AND I HAVE TOLD YOU ABOUT THIS BOY.', 'THERE SHE GOES! RUNNING OFF AND GIVING IT AWAY!', ""I'M GOING TO BE LATE FOR WORK!"", ""YOU MEAN, HE HASN'T GOT YOU ON THE WELFARE LINE LIKE THE REST OF HIS--"", 'HENRY!']","['Dolores', 'Henry', 'Henry', 'ID- 29', 'Dolores', 'Dolores', 'Jennifer', 'Jennifer', 'Dolores', 'Henry', 'Jennifer', 'Henry', 'Dolores']","[""['Sadness', 'Surprise']"", ""['Anger']"", ""['Anger']"", '[Neutral]', ""['Anger', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Surprise']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Sadness']"", ""['Anger']"", ""['Anger', 'Sadness']""]","[1, 1, 2, 2, 3, 3, 3, 4, 4, 6, 6, 6, 6]","[1, 2, 1, 2, 1, 2, 3, 1, 2, 1, 2, 3, 4]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00053.jpg
246,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,54,"[""CHRIST, I CAN'T WAIT TO GET OUT OF THIS PLACE!"", 'JENNIFER, WAIT!', 'JENNIFER--! WILL YOU STILL COME TO THE FESTIVAL TONIGHT?', ""OH, I DON'T KNOW, YOU GUYS… ALEJANDRO AND I MIGHT GRAB A BITE AFTER MY SHIFT AND--"", ""BUT THEY'RE SUPPOSED TO HAVE FIREWORKS!"", ""FIREWORKS, HUH? WELL, I'LL TELL YOU WHAT…"", '""… YOU SAVE ME A SPOT ON THE HILL AND I\'LL TRY, OKAY? ""', ""I'VE TRIED TO TELL HER, STANLEY… TO MAKE HER UNDERSTAND…"", ""… BUT MY BABY GIRL WON'T HEAR ME."", 'SOMETIMES, THEY JUST HAVE TO LEARN, YOU ASK ME.']","['Jennifer', 'Dolores', 'ID- 16', 'Jennifer', 'Toby', 'Jennifer', 'Jennifer', 'Dolores', 'Dolores', 'Stanley']","[""['Anger']"", ""['Anger']"", ""['Surprise', 'Joy']"", ""['Sadness']"", ""['Joy']"", ""['Surprise', 'Joy']"", ""['Joy']"", ""['Sadness']"", ""['Sadness']"", ""['Sadness']""]","[1, 1, 3, 3, 3, 4, 5, 5, 6, 7]","[1, 3, 1, 2, 3, 1, 1, 2, 1, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00054.jpg
247,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,55,"['@THE WHITE HOUSE RESPONDED TO REPORTS THAT THE CHINESE HAD FLOODED THE STEEL MARKET, A RESPONSE TO TARIFF THREATS FROM-- #KLIK#', '@--HAD ISSUED A WARNING TO PROTESTORS SAYING IT WAS NO LONGER SAFE FOR SUCH LARGE GROUPS TO-- #KLIK#', '@--PENTAGON SPOKESMAN WAS OPTIMISTIC THERE WAS A PATH THROUGH THE CURRENT IMPASSE.', 'YOU OUGHT KNOW BETTER THAN TO WATCH THAT STUFF.', 'I OUGHT KNOW HOW TO USE THIS DAMN THING.', ""YOU'VE GOT YOUR INPUTS CROSSED, MEL."", 'SAY WHAT NOW?', ""I'LL GET THIS OVER TO TABLE 3 WHILE YOU SWITCH OVER TO THAT DISH YOU HAD INSTALLED ON THE ROOF."", 'THE NEWS JUST FREAKS EVERYBODY OUT.', 'IT DOES THAT SOMETIMES.', ""IT'S YOUR TURN, DORIS."", 'WHAT?', 'SHE WANTS TO KNOW HOW MANY CARDS YOU WANT.', ""EXCUSE ME, MA'AM."", ""WHAT'S THAT--?"", 'GOODNESS!']","['ID- 30', 'ID- 30', 'ID- 30', 'ID- 17', 'Mel', 'Jennifer', 'Mel', 'Jennifer', 'Jennifer', 'Mel', 'Gladys', 'Doris', 'Emma', 'Alejandro', 'Doris', 'Doris']","['[Neutral]', '[Neutral]', '[Neutral]', ""['Anger']"", ""['Anger']"", ""['Joy']"", ""['Surprise', 'Joy']"", ""['Joy']"", ""['Sadness', 'Joy']"", ""['Anger', 'Sadness']"", ""['Joy']"", ""['Surprise']"", ""['Anger']"", ""['Sadness', 'Surprise']"", ""['Anger', 'Surprise']"", ""['Anger']""]","[1, 1, 2, 2, 2, 2, 3, 3, 3, 5, 6, 6, 6, 7, 7, 7]","[2, 3, 1, 2, 3, 4, 1, 2, 3, 1, 1, 2, 3, 1, 2, 3]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00055.jpg
248,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,56,"[""I'M SO SORRY--!"", 'WELL, WHAT ON EARTH…?', 'WATCH YOUR BAG, GLADYS.', ""LET ME JUST GET SOME MORE TOWELS, AND WE'LL GET EVERYTHING CLEANED--"", 'AFTERNOON, GLADYS… AND YOU TOO, EMMA.', ""IT'S OKAY, ALEJANDRO."", ""ARE YOU SURE? I DIDN'T MEAN TO--"", ""ALÉ, I'LL TAKE CARE OF IT."", ""I'M SO SORRY ABOUT THIS, LADIES…"", 'LET ME GET YOU SOME FRESH TEA, ALL RIGHT?', 'I WAS ONLY CONCERNED ABOUT THE SPILL, YOU UNDERSTAND.', ""I DIDN'T WANT YOUR BAG TO GET WET."", ""YEAH, IT'S ME. LISTEN, ABOUT THAT THING I WAS TALKING ABOUT… I WANNA DEAL WITH IT."", ""HE'S, ONE OF MINE."", ""BUT WE'RE ALL IN THIS TOGETHER, RIGHT?""]","['Alejandro', 'Doris', 'Emma', 'Alejandro', 'Jennifer', 'Jennifer', 'Alejandro', 'Jennifer', 'Jennifer', 'Jennifer', 'Emma', 'Emma', 'Mel', 'Mel', 'Mel']","[""['Sadness']"", ""['Anger']"", ""['Anger', 'Fear']"", ""['Sadness']"", ""['Sadness', 'Joy']"", ""['Sadness', 'Joy']"", ""['Fear', 'Sadness']"", ""['Anger']"", ""['Sadness', 'Joy']"", ""['Sadness', 'Joy']"", ""['Anger', 'Sadness']"", ""['Anger', 'Sadness']"", ""['Joy']"", ""['Joy']"", ""['Joy']""]","[1, 1, 1, 2, 2, 2, 2, 3, 4, 4, 4, 4, 5, 5, 6]","[1, 2, 3, 1, 2, 3, 4, 1, 1, 2, 3, 4, 1, 2, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00056.jpg
249,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,57,"[""MY MOTHER SAYS I SHOULDN'T HANG AROUND WITH YOU."", 'WHAT DOES YOUR FATHER SAY?', '"" GET ME MY PRESCRIPTIONS! "" MOST USUALLY.', ""BUT I'M PRETTY SURE HE WANTS YOU DEAD."", ""I DON'T DOUBT THAT."", 'YOU KNOW, MY WHOLE FAMILY IS GOING TO THAT STUPID FESTIVAL THING TONIGHT.', 'YOU AND ME COULD HAVE THE HOUSE ALL TO OURSELVES FOR A FEW HOURS.', 'WELL, WHAT ELSE ARE WE DOING TO MAKE OUR TOWN GREAT A--', ""YOU KNOW THAT'S CRAZY, RIGHT?"", ""CAN I SPEAK TO YOU OVER HERE, MA'AM?"", 'THAT AN OPEN CONTAINER YOU GOT THERE, SON?', ""HEY, I'M NOT LOOKING FOR TROUBLE."", ""OFFICER, WE JUST LEFT WORK AND I DIDN'T WANT TO WAIT UNTIL I GOT HOME."", ""BUT IT'S MY BEER."", ""HEAR THAT, JIMMY? SHE SAYS IT'S NOT HIS OPEN CONTAINER."", ""IF HE'S NOT CARRYING THE BEER… WHY'D HE TAKE A SWING AT ME WITH IT?"", 'WHAT?']","['Jennifer', 'Alejandro', 'Jennifer', 'Jennifer', 'Alejandro', 'Jennifer', 'Jennifer', 'Jennifer', 'Alejandro', 'ID- 18', 'Jimmy', 'Alejandro', 'Jennifer', 'Jennifer', 'ID- 18', 'Jimmy', 'Alejandro']","[""['Anger', 'Sadness']"", ""['Sadness']"", ""['Sadness', 'Joy']"", ""['Anger', 'Sadness']"", ""['Sadness']"", ""['Sadness', 'Joy']"", ""['Joy']"", ""['Joy']"", ""['Sadness', 'Joy']"", ""['Anger']"", ""['Anger', 'Surprise']"", ""['Fear', 'Surprise']"", ""['Anger']"", ""['Anger']"", ""['Anger', 'Joy']"", ""['Anger', 'Joy']"", ""['Surprise']""]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4]","[1, 2, 3, 4, 5, 1, 2, 3, 4, 1, 2, 3, 1, 2, 3, 4, 5]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00057.jpg
250,QC copy - 1517 - 37 John Carpenter Historias para una noche de Halloween 3.xlsx,58,"['LOOK, WE WERE JUST LEAVING, OKAY?', 'THIS SHIT IS WEAK, MAN…', 'WHAT IS GOING ON HERE--?!', 'YOU NEED TO BACK UP, HEAR ME?', ""DON'T MAKE THIS MORE THAN IT NEEDS TO BE."", 'WHAT ARE YOU CHARGING HIM WITH?', ""YOU'RE DOLORES AND STAN'S KID, AREN'T YOU?"", ""DON'T YOU KNOW HOW MUCH WORK EVERYONE'S PUT INTO MAKING THINGS BETTER AROUND HERE?"", 'YOU OUGHT TO KNOW ABOUT THAT BY NOW.', 'WELL, CAN I COME TO THE STATION WITH YOU?', ""THEY AREN'T TAKING HIM TO THE STATION HOUSE."", 'WHAT DO YOU MEAN? WHERE ARE THEY TAKING HIM THEN?', '"" I\'M DELIGHTED TO SEE SO MANY OF OUR FRIENDS AND NEIGHBORS GATHERED HERE THIS EVENING.', '"" I UNDERSTAND NOT EVERYONE COULD MAKE IT, BUT WE PRAY FOR THEM AS WELL… ""']","['Jennifer', 'Alejandro', 'Jennifer', 'Jimmy', 'Jimmy', 'Jennifer', 'Jimmy', 'Jimmy', 'Jimmy', 'Jennifer', 'ID- 19', 'Jennifer', 'ID- 20', 'ID- 20']","[""['Anger', 'Fear']"", ""['Anger']"", ""['Fear']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Anger']"", ""['Sadness']"", '[Neutral]', ""['Surprise']"", ""['Joy']"", ""['Joy']""]","[1, 1, 1, 2, 2, 2, 3, 3, 3, 4, 5, 5, 7, 8]","[1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 1, 2, 2, 1]",1517,TRAIN,John Carpenter's Tales for a Halloweenight #3,/Utilisateurs/umushtaq/multimodal_er/EmoComics35/raw_files/images/001517/images/page00058.jpg
